209715416,4.260383e-3,4.374513e-3,5.300785e-3,7.067961e-3
262144216,3.360077e-3,3.553672e-3,4.597387e-3,5.430373e-3
314573017,3.968183e-3,4.486872e-3,4.686367e-3,4.806949e-3
367001817,4.648846e-3,4.78691e-3,6.713382e-3,9.942341e-3
419430617,7.548082e-3,7.791409e-3,8.490443e-3,8.61974e-3
471859417,14.034163e-3,4.089288e-3,4.838441e-3,5.862156e-3
524288217,4.8361e-3,6.138316e-3,8.58002e-3,9.95273e-3
576717017,3.370058e-3,3.400211e-3,3.964874e-3,6.149317e-3
629145817,4.267304e-3,7.404372e-3,8.28496e-3,9.02688e-3
681574617,4.913373e-3,5.126261e-3,6.115252e-3,7.580767e-3
734003417,10.109266e-3,4.408632e-3,5.521708e-3,6.798648e-3
786432217,3.999124e-3,4.277794e-3,6.172203e-3,6.858884e-3
