209715343,554.972389e-3,630.2439e-3,704.007593e-3,584.803127e-3,589.874931e-3,641.282432e-3,793.179469e-3
262144143,778.556211e-3,780.600369e-3,677.17069e-3,667.447491e-3,676.944278e-3,668.472873e-3,678.293658e-3
314572944,1.059084756,913.770204e-3,742.722934e-3,760.325522e-3,734.85137e-3,757.900623e-3,731.696172e-3
367001744,1.167557023,1.024751864,865.49911e-3,917.761449e-3,909.123124e-3,860.608395e-3,868.236605e-3
419430544,1.073746132,1.312862108,1.053772515,1.015492534,1.025231012,1.059535134,986.929846e-3
471859344,1.18634121,1.492013576,1.264865639,1.24909286,1.298486977,1.327956314,1.201361854
524288144,1.345395087,1.800319092,1.359017539,1.378541109,1.317255245,1.442466776,1.416990727
576716944,1.445485669,1.492241107,1.412256753,1.445911316,1.455364852,1.426834399,1.627852451
629145744,1.739137875,1.771930455,1.566525667,1.598635691,1.652268608,1.559691046,1.516241019
681574544,1.969574232,2.014945846,1.814440241,1.717356679,1.786707839,1.723655563,1.556579888
734003344,2.086335519,2.154199209,2.140984011,1.842148945,1.95758669,1.885422361,1.73843972
786432144,2.197784997,2.866334972,2.063275903,2.061178574,2.16933439,2.198292689,1.94722069
