209715343,1.409551508,1.438059886,1.472643773,1.498342385,1.510352533,1.557103946
262144124,1.831385234,1.834822499,1.834869197,1.887716375,1.928491859,1.934971724
314572925,2.275065107,2.308963553,2.329288982,2.368422768,2.560791138,2.629218695
367001725,2.582144155,2.622268242,2.766174456,2.841030359,2.850016534,3.240165181
419430525,2.904727374,2.920607251,2.978661023,3.147586345,3.248981877,3.616859313
471859325,3.476031612,3.488471162,3.491404716,3.518806748,3.69936477,3.775567983
524288125,3.635386663,3.671351918,3.816155186,3.921815243,4.038489634,4.054182445
576716925,3.988619371,4.070025115,4.157231898,4.172173837,4.268240655,4.330111127
629145725,4.380563043,4.48779848,4.491437476,4.675612789,4.729596374,4.833921032
681574525,4.684769314,4.746518875,4.814548785,4.82336754,5.223867169,5.379052321
734003325,5.311360111,5.344842781,5.362715936,5.365817098,5.549477247,5.663812607
786432125,5.730261509,5.880940893,5.890815586,6.005685954,6.041856103,6.264763105
